Critical Reading & Analytical Writing,,1,English
AP English Language and Composition,"Through an intensive study of works of non-fiction as well as fiction, drama, and poetry, students in this course explore the complexities and nuances of rhetoric and its uses. Designed as a preparation for the AP English Language and Composition exam, the course focuses on helping students to develop close reading techniques and to improve writing in expository and argumentative forms. The shorter material for the course, primarily drawn from The Art of the Personal Essay (Lopate), A World of Ideas (Jacobus), and The Art of the Short Story (Gioia & Gwynn), ranges from classical to contemporary. Longer works include Othello (Shakespeare), Ceremony (Silko), Going After Cacciato (O&rsquo;Brien), The Great Gatsby (Fitzgerald), and To the Lighthouse (Woolf).",1,English
Challenging Literature - S,,0.5,English
Modern African-American Voices - F,,0.5,English
Mod. & Cont. AA Voices - S,,0.5,English
The Writing Life - S,,0.5,English
Exploring Contemporary Female Poetry - IS,,0.5,English
Visuals and Literature,,0.5,English
Personal Essay: Finding Your Voice- F,,0.5,English
Advanced Fiction I,,0.5,English
Advanced Fiction II,,0.5,English
Wilderness Literature,,0.5,English
Introduction to Screenplay Writing - IS,,0.5,English
Slave Narratives - IS,,0.5,English
Poetry Etc. -IS,,0.5,English
"Hueristics, Bias, and Judgement Under Uncertainty-IS",,0.5,English
Intermediate Screenwriting-IS,,,English
"Strength, Struggle, and Staying the Course",,0.5,English
Advanced American Literature,,1,English
Major Authors: Hemingway & Fitzgerald - F,,0.5,English
Major Authors: Salinger and O'Connor - S,,0.5,English
Comparative Literature I - F,,0.5,English
Comparative Literature: Victorian Times - S,,0.5,English
Digital Media - S,,0.5,English
The Rhetoric of Trial Law - F,,0.5,English
The Arthurian Tradition - S,,0.5,English
Journalism - F,,0.5,English
Education Philosophy and Contemporary Education Movements,,1,English
"Outlaws, Outcasts, and Castaways",,0.5,English
American Dramatic Literature,,0.5,English
Stage and Page,,0.5,English
Teaching Assistant for AP English Language & Composition- IS,,1,English
A Literature Study into the Bible,,0.5,English
Advanced Poetry - F,,0.5,English
Protest Rhetoric - S,,0.5,English
Protest Rhetoric I - F,,0.5,English
Contemporary African-American Voices - S,,0.5,English
Fiction Workshop I - F,,0.5,English
Major Authors: Austen & Bronte - F,,0.5,English
Adaptation - S,,0.5,English
Literature of the American South - S,,0.5,English
Travel Writing - F,,0.5,English
Literary Magazine,,0.5,English
Introduction to Filmmaking-IS-F,,0.5,English
Novel Writing-IS-F,,0.5,English
Fiction Workshop II - S,,0.5,English
Fiction Workshop I - S,,0.5,English
Personal Essay: Finding Your Voice - S,,0.5,English
Literary Magazine II - S,,0.5,English
Advanced Fiction- IS-S,,0.5,English
Poetry/Short Story- IS-S,,0.5,English
Introduction to Poetry Writing,,0.5,English
Literary Magazine - Webmaster- ISS,,0.5,English
Advanced Poetry II - F,,0.5,English
Literary Theory,,0.5,English
"Monsters, Devils, and Madmen",,0.5,English
Salinger's Fiction and Eastern Philosophy-IS-S,,0.5,English
21st Century American Stories- IS,,1,English
"Dangerous Rhetoric: The Subtle ""Art"" of Propaganda- IS-F",,1,English
Adaptation,,0.5,English
Advanced Poetry,,0.5,English
AP English Language and Composition,,1,English
Major Authors: Hemingway & Fitzgerald,,0.5,English
Contemporary African-American Voices,,0.5,English
Critical Reading & Analytical Writing,,1,English
English 8,,1,English
English 9,,1,English
The Art of the Personal Narrative,,0.5,English
Literary Theory and Analysis,,0.5,English
Literary Analysis,,0.5,English
Major Authors: Salinger & O'Connor,,0.5,English
Comparative Literature: Victorian Times,,0.5,English
Modern African-American Voices,,0.5,English
"Monsters, Devils, and Madmen",,0.5,English
"Strength, Struggle, and Staying the Course",,0.5,English
Crime Fiction,,0.5,English
The Graphic Novel,,0.5,English
Film Rhetoric,,0.5,English
Romanticism,,0.5,English
Shakespearean Comedies & Tragedies,,0.5,English
Advanced Poetry II,,0.5,English
Major Authors: Harlem Renaissance,,0.5,English
Creative Writing Workshop,,0.5,English
Literary Genres:  The Comedy,,0.5,English
Eighth-Grade Social Studies,"This course begins the examination of history by developing students'understanding of the social sciences through the study of the Indian Springs Government, the US Government, basic economics and political economy, and Civil Rights.&#160; Divided into 4 nine week sections, this exploration enables our 8th graders to learn more about the place they live and its history, and to begin to develop the tools they will need&#160;to continue their study in much greater depth in the future.",1,History
World History,"This course explores major events in the development of world history from the paleolithic world through the European Renaissance. The approach is interdisciplinary and thematic, emphasizing political, economic, social, philosophical, scientific, literary, and artistic interrelationships across time and place. Twenty-first century skills such as problem solving, information literacy, and critical thinking are stressed.",1,History
AP European History,"This course is a continuation of the previous year, from 1550 to the present, with emphasis on Western Civilization. Supplemental instruction is provided for students who choose to take the AP European History exam.",1,History
AP United States History,"This course traces the history of the United States from its colonial origins in the late sixteenth century to the 1980s. Through common readings, discussions, and lectures, students explore the distinctive rhythms&#8212;political, economic, and social&#8212;of the American historical experience. Grades are based on exams administered every six weeks, two research papers, and students&#8217; participation in the daily discussions. With supplementary work outside of class, students are prepared to take the AP American History exam.",1,History
AP United States Government and Politics,"This year-long course gives students a perspective on government and politics in the United States.  It includes both the study of general concepts used to interpret U.S. politics and an analysis of specific examples.  Students gain familiarity with the various institutions, groups, beliefs, and ideas that constitute U.S. politics and become acquainted with the variety of theoretical perspectives and explanations of various behaviors and outcomes. Topics to be considered include the constitutional underpinnings of the U.S. government; political beliefs and behaviors; political parties, interest groups, and mass media; institutions of national government; public policy; and civil rights and liberties.",1,History
U.S. Military History,This semester-long course traces the development of the military from the colonial militia companies to the current scene.  It demonstrates why the Americans inherited a fear of standing military units and initially relied on as small a military establishment as possible.  Students learn why this model worked well during the nation’s early years and then trace the events that led to the present military establishment and the role the nation plays in the world today.,0.5,History
Vietnam: Two Views,Students in this semester-long course study how the war in Southeast Asia influenced public opinion in the United States and why forces were eventually withdrawn from Vietnam.  They read two books on the conflict that present opposing views.  Students reflect on the lessons from this experience and its effect on decisions weighing involvement in future battles.,0.5,History
Microeconomics - F,"Economics is a semester study of macroeconomics, economic systems, the US economy, and globalization and world development. The course&#8217;s primary goals are to establish a strong understanding of economic factors and their relationship, to create an economic perspective on geopolitical conflicts and issues, and to create the ability to analyze and problem solve using this global economic perspective. This course will serve as a strong foundation for college economics, international relations and business.",0.5,History
Introduction to Western Philosop,,0.5,History
Latin American Hist.,,0.5,History
World War II,,0.5,History
History of Business,,0.5,History
20th Cent World Hist - F,,0.5,History
Modern Conflict Theory,"<span style=""font-size: 7.5pt; color: black;"">Modern Conflict Theory is the study of current conflict within the framework of modern economic and cultural theory.&#160; To understand conflict, one needs to understand the motivating factors of the participants as well as global economic and cultural forces which are dramatically changing the modern world.&#160; This class will be seminar based.</span>",0.5,History
War and Peace,,0.5,History
19th Century Europe - S,,0.5,History
Civil Rights - Slavery thru 1950,,0.5,History
Civil Rights - 1950's and 1960's,,0.5,History
French Revolution,,0.5,History
Civil War and Reconstruction - F,,0.5,History
Introduction to Psychology - F,,0.5,History
Macroeconomics - S,,0.5,History
Introduction to Psychology - S,,0.5,History
Death & Dying,,0.5,History
Issues in Contemporary History,,0.5,History
Global Issues I,,0.5,History
Foundations of Leadership - Fall,,0.5,History
Foundations of Leadership - Spring,,0.5,History
Political & Moral Philosophy,,0.5,History
Nigerian Ind. & Yoruba Studies - IS,,1,History
Investment Strategy - IS,,0.5,History
Entrepreneurship and Small Business Management,,0.5,History
Entrepreneurship - F,,0.5,History
Entrepreneurship - S,,0.5,History
Global Issues II,,0.5,History
Business Planning & Creation - IS,,1,History
History of Feminist Art - IS,,0.5,History
Eighth-Grade Social Studies,,1,History
World History: To 1500,"This course explores major events in the development of world history from the paleolithic world through the European Renaissance. The approach is interdisciplinary and thematic, emphasizing political, economic, social, philosophical, scientific, literary, and artistic interrelationships across time and place. Twenty-first century skills such as problem solving, information literacy, and critical thinking are stressed.",1,History
AP European History,"This course is a continuation of the previous year, from 1550 to the present, with emphasis on Western Civilization. Supplemental instruction is provided for students who choose to take the AP European History exam.",1,History
AP United States History,"This course traces the history of the United States from its colonial origins in the late sixteenth century to the 1980s. Through common readings, discussions, and lectures, students explore the distinctive rhythms&#8212;political, economic, and social&#8212;of the American historical experience. Grades are based on exams administered every six weeks, two research papers, and students&#8217; participation in the daily discussions. With supplementary work outside of class, students are prepared to take the AP American History exam.",1,History
AP United States Government and Politics,"This year-long course gives students a perspective on government and politics in the United States. It includes both the study of general concepts used to interpret U.S. politics and an analysis of specific examples. Students gain familiarity with the various institutions, groups, beliefs, and ideas that constitute U.S. politics and become acquainted with the variety of theoretical perspectives and explanations of various behaviors and outcomes. Topics to be considered include the constitutional underpinnings of the U.S. government; political beliefs and behaviors; political parties, interest groups, and mass media; institutions of national government; public policy; and civil rights and liberties.",1,History
Nigerian Ind. & Yoruba Studies - IS,,1,History
Business Planning & Creation - IS,,1,History
US Issues - S,,0.5,History
"Social, Political, and Economic Impact of Breastfeeding - IS",,0.5,History
Historical Foundations of US Government - IS,,1,History
American Political Philosophy: Founders and Origins - IS,,0.5,History
The Russian Revolution - IS,,1,History
The Impact of the Washington Concensus on the Post-2007 World Economies - IS,,0.5,History
Diplomatic History,,0.5,History
Philosophy,,0.5,History
State and Local Government - IS,,0.5,History
American Folk Music of the 19th Century - IS,,0.5,History
Constitution and American Government - F,,0.5,History
Constitutional Law and Civil Rights - S,,0.5,History
Tolstoy's War and Peace - S,,0.5,History
Ethics and Contemporary Politics - F,,0.5,History
Ethics and the Modern Economy - S,,0.5,History
Entrepreneurship in Emerging Economies,,0.5,History
Comparative Civil Rights,,1,History
Commonality of Moral Thought,,0.5,History
Constitutional Law and Civil Rights,,0.5,History
1950's and Film - S,,0.5,History
Global Issues - S,,0.5,History
Diplomatic History - F,,0.5,History
Intellectual History II - S,,0.5,History
Intellectual History I - F,,0.5,History
American History,,1,History
World History: 1500 - Present,,1,History
Historical Methods,,0.5,History
Musical History and Public Perception-IS,,1,History
The Modernity of Ancient Philosophy-IS,,1,History
The Spanish Renaissance &  the Aftermath of the Reconquest-IS-S,,0.5,History
Entrepreneurship in Emerging Economies-IS-S,,0.5,History
Translating the Old Testament from Hebrew into Latin- IS,,0.5,History
Advanced Topics in History: Protestant Reformation - F,,0.5,History
Advanced Topics in History: Spanish Civil War - S,,0.5,History
French Revolution - F,,0.5,History
The Great Depression and Film,,0.5,History
Adolescent Psychology - IS,,1,History
The Nietzscean Era of Philosophy - IS - F,,0.5,History
Fashion and its Relation to Women's Rights - IS - F,,0.5,History
Modern Adaptations of Greek Mythology - IS - F,,0.5,History
AP United States History,,1,History
1950s and Film,,0.5,History
AP European History,,1,History
American Government,,0.5,History
Constitutional Law and Civil Rights,,0.5,History
Constitutional Law and Civil Rights,,0.5,History
8th Grade Social Studies,,1,History
Historical Methods,,0.5,History
World History: To 1500,,1,History
Religious Literacy,,0.5,History
History of American Democracy,,0.5,History
World War II (The US Experience),,0.5,History
History of China: 1644 to Present,,0.5,History
Advanced Topics in History:  The European Enlightenment,,0.5,History
Advanced Topics in History: World War II (The Global Experience),,0.5,History
Talking and Listening:  One Small Step,,0.5,History
Imperial Japan- IS-S,,0.5,History
European History,,1,History
AP World History:  1500 to Present,,1,History
The Cold War,,0.5,History
The 1960s,,0.5,History
Moral Philosophy,,0.5,History
Political Economy,,0.5,History
Religious Literacy,,0.5,History
Economics,,0.5,History
Economics,,0.5,History
Advanced Economics,,0.5,History
Advanced Economics,,0.5,History
Historical Methods (Year),,1,History
Economics: Business Entrepreneurship,,0.5,History
Great Depression and Film,,0.5,History
Reconstruction,,0.5,History
Feminist Theory,,0.5,History
International Relations,,0.5,History
Moral Philosophy,,0.5,History
Comparative Religion I,,0.5,Individualized Learning
Developmental Psychology I,,0.5,Individualized Learning
Ancient Chinese History:  Warring States,,0.5,Individualized Learning
A Brief History of Western Philosophy,,0.5,Individualized Learning
Game Development with the Unreal Engine,,1,Individualized Learning
Data Science and Machine Learning,,0.5,Individualized Learning
Experimental Portraiture,,1,Individualized Learning
History of Jazz,,0.5,Individualized Learning
Photography and Digital Photography Portfolio,,1,Individualized Learning
Oil Painting Techniques,,0.5,Individualized Learning
Music Production,,1,Individualized Learning
Songwriting and Publishing,,1,Individualized Learning
Principles of Sustainable Agriculture,,0.5,Individualized Learning
Akkadian,,1,Individualized Learning
German II,,1,Individualized Learning
Attic Greek II,,1,Individualized Learning
Advanced Poetry III,,0.5,Individualized Learning
English Composition Pedagogy and Practicum,,1,Individualized Learning
Teaching Practicum in Stage Acting,,0.5,Individualized Learning
"Science, Technology, and Society",,0.5,Individualized Learning
Neural Network Artificial Intelligences,,0.5,Individualized Learning
Comparative Religion II,,0.5,Individualized Learning
Developmental Psychology II,,0.5,Individualized Learning
Teaching Practicum in AP Chinese,,1,Individualized Learning
Study of Haruki Murakami,,0.5,Individualized Learning
Complex Analysis,,0.5,Individualized Learning
Discrete Mathematics,,0.5,Individualized Learning
Game Development with Unreal Engine,,1,Individualized Learning
Interpreting the Deaf World,,0.5,Individualized Learning
"The Art of Nonfiction:  Theory, Practice, and Pedagogy",,1,Individualized Learning
Forest Fire Aerial Reconnaissance,,0.5,Individualized Learning
Xcode,,0.5,Individualized Learning
Don Quixote and Related Works,,0.5,Individualized Learning
Advanced Art Portfolio,,0.5,Individualized Learning
Relativity,,0.5,Individualized Learning
Harlem Renaissance:  An Advanced Study,,0.5,Individualized Learning
Forest Fire Aerial Reconnaissance II,,0.5,Individualized Learning
"Rationalism, Empiricism, and Theory",,0.5,Individualized Learning
Advanced French Studies,,1,Individualized Learning
Teaching Practicum in ESL,,0.5,Individualized Learning
Conversational Spanish,,0.5,Individualized Learning
Senior Portfolio:  Photography,,1,Individualized Learning
Music Theory,,0.5,Individualized Learning
Documentary Filmmaking,,0.5,Individualized Learning
"Techniques in Audio Engineering, Live and Studio",,0.5,Individualized Learning
Clinical Psychology:  Literature Review,,0.5,Individualized Learning
Applications in AI:  Text and Images,,1,Individualized Learning
Advanced Applied Kinesiology and Nutrition,,0.5,Individualized Learning
Theoretical Physics:  An Inquiry into Cosmology and Time,,0.5,Individualized Learning
AP Microeconomics and Macroeconomics,,1,Individualized Learning
Intelligence and Codebreaking in the 20th Century,,0.5,Individualized Learning
Teaching Practicum in AP European History,,0.5,Individualized Learning
English Composition Pedagogy and Practicum,,0.5,Individualized Learning
French I,"During the first two years, students acquire a basic proficiency in speaking, listening, reading, and writing.  An interactive video program rich in cultural content serves as a basis for class discussions which are conducted mostly in French.",1,Languages
French II,"During the first two years, students acquire a basic proficiency in speaking, listening, reading, and writing.  An interactive video program rich in cultural content serves as a basis for class discussions which are conducted mostly in French.",1,Languages
French III,"Students complete the acquisition of basic communication skills and begin to study literature, which provides them with opportunities for the analysis of content and style through a variety of written and spoken activities.  A grammar text supplements the course material as the students refine their control of the linguistic structures of French.",1,Languages
French IV,"In the advanced levels of French, students continue their literary studies and are expected to strengthen their language skills through more in-depth class discussions, oral presentations, compositions, and the regular engagement of the French-speaking world through the use of authentic materials.  In these classes, students and teachers engage in informative conversations that range from micro-cultural studies of various Francophone localities to the often problematical and nuanced geo-political realities—past, present, and future.",1,Languages
AP French Language & Culture,"In the advanced levels of French, students continue their literary studies and are expected to strengthen their language skills through more in-depth class discussions, oral presentations, compositions, and the regular engagement of the French-speaking world through the use of authentic materials. In these classes, students and teachers engage in informative conversations that range from micro-cultural studies of various Francophone localities to the often problematical and nuanced geo-political realities&mdash;past, present, and future. Students in Level V may elect to take the AP French Language exam. Students who have completed Level V prior to their senior year can receive instruction at Level VI.",1,Languages
French VI,"In the advanced levels of French, students continue their literary studies and are expected to strengthen their language skills through more in-depth class discussions, oral presentations, compositions, and the regular engagement of the French-speaking world through the use of authentic materials. In these classes, students and teachers engage in informative conversations that range from micro-cultural studies of various Francophone localities to the often problematical and nuanced geo-political realities&mdash;past, present, and future. Students in Level V may elect to take the AP French Language exam. Students who have completed Level V and are eligible for Level VI may elect to prepare for the AP French Literature exam.",1,Languages
Latin I,"In this introductory course, students study basic vocabulary and grammar, Greek and Roman history, and the influence of the Latin language upon the English language.",1,Languages
Latin II,"This course enables students to gain a more extensive vocabulary and study complex grammatical constructions.  They also study Greek and Roman mythology and examine excerpts from the writings of Julius Caesar.  At the end of the course, the students translate four poems from Ovid’s Metamorphoses and learn how to scan Latin poetry.",1,Languages
Latin III,"In this course, students study Cicero and Ovid in depth.  Students are also introduced to other great Roman writers: Catullus, Horace, Livy, Martial, and Vergil.",1,Languages
AP Latin,"
&#160;
<font color=""#333333"" face=""Helvetica Neue, Helvetica, Arial, sans-serif""><span style=""line-height: 18px;"">AP Latin is for fourth-year students who will read selections from Vergil's epic <i>The Aeneid</i>&#160;and Julius Caesar's <i>De bello Gallico. &#160;</i>Students have the option of taking the AP Latin exam in May.</span></font>
",1,Languages
Latin V,"In Latin V the more serious Latin students examine selected works of several of Rome&rsquo;s greatest poets: Ovid, Horace, and Catullus, with the intention of taking the AP Latin Literature exam at the end of the course.",1,Languages
Spanish I,"This introductory course presents the phrases, vocabulary, and basic grammar needed for simple conversational Spanish.  Group and paired activities are used on a regular basis for practice and reinforcement of skills.  The course also introduces simple reading and listening passages emphasizing comprehension without the use of translation.  The use of video is also an integral part of lower-level classes, helping students become familiar with the sounds of the language and serving as an introduction to simple discussions and to the history and culture of the world’s Spanish-speaking populations.",1,Languages
Spanish II,"This course begins with a review of the present tense and then introduces the two past tenses, preterit and imperfect.  The course introduces the formal imperative and the subjunctive mood in the present.  Lastly, students learn the future and conditional tenses. Spanish II emphasizes the development of written, spoken, listening, and reading skills through short compositions, oral participation, and readings.  Students also acquire a wide range of practical vocabulary.  The course features a video series that exposes students to the vastness of the history and culture of many Spanish-speaking nations.",1,Languages
Spanish III,"In addition to presenting further contextualized vocabulary and expressions, this course introduces several more advanced grammatical forms.  Students begin to develop control of these and previous forms in order to express more complex ideas.  Short stories and excerpts from original texts introduce students to the richness and variety of Spanish and Latin American literature.  Students are introduced to the world of Garcia Marquez through two of his movies.",1,Languages
Spanish IV,"In this course, students read and analyze cultural and literary selections from all over the Spanish-speaking world in their original form.  In addition to the maintenance of speaking and listening skills, the course emphasizes the development of analytical writing skills through in-class essays on selected works.  The course also requires acquisition of advanced vocabulary and idiomatic expressions.  Spanish IV is designed to prepare long-term students to pursue advanced communicative and literary studies of Spanish.",1,Languages
AP Spanish Language & Culture,"This course is designed to polish the skills that students have acquired throughout their years of study. In addition to independent review and intensive practice, the course emphasizes a thorough knowledge and understanding of grammar; consolidation of a broad range of sophisticated vocabulary and idiomatic expressions; ability to read and understand literary selections in the original; ability to write essays that balance treatment of content with linguistic control; effective aural comprehension and spoken communication; and evolving understanding of the target cultures. Students who complete this course are prepared to take the Advanced Placement Spanish Language examination.",1,Languages
Chinese I,"This course introduces Chinese language and culture.  Students learn to speak and listen to simple conversations, as well as to write and read simplified Chinese characters.  They participate in hands-on activities and employ multimedia learning tools, including the IQChinese language-learning system.  This class provides a foundation for more advanced Chinese courses.",1,Languages
Chinese II,"The course focuses on vocabulary, idioms, speaking, reading comprehension, and writing.  Students learn to recognize approximately 200 characters, enabling them to write an essay with Chinese characters.  In addition, students continue to work through the IQChinese language-learning system.",1,Languages
Chinese III,"The course focuses on vocabulary, idioms, speaking, reading comprehension, and writing.  Students learn to recognize approximately 200 characters, enabling them to write an essay with Chinese characters.  In addition, students continue to work through the IQChinese language-learning system.",1,Languages
French Tutorial I - II,,1,Languages
Chinese IV,,1,Languages
Spanish Literature,,1,Languages
Conversational Spanish,,1,Languages
French VI,,1,Languages
Creative Writing in Spanish & English,,1,Languages
The Works of Marguerite Duras,,0.5,Languages
AP Spanish Literature & Culture,,1,Languages
Chinese V,,1,Languages
French Culture & Conversation - IS,,0.5,Languages
Business French - IS,,0.5,Languages
Classical Greek,,1,Languages
French I,"During the first two years, students acquire a basic proficiency in speaking, listening, reading, and writing.  An interactive video program rich in cultural content serves as a basis for class discussions which are conducted mostly in French.",1,Languages
French II,"During the first two years, students acquire a basic proficiency in speaking, listening, reading, and writing.  An interactive video program rich in cultural content serves as a basis for class discussions which are conducted mostly in French.",1,Languages
French III,"Students complete the acquisition of basic communication skills and begin to study literature, which provides them with opportunities for the analysis of content and style through a variety of written and spoken activities.  A grammar text supplements the course material as the students refine their control of the linguistic structures of French.",1,Languages
French IV,"In the advanced levels of French, students continue their literary studies and are expected to strengthen their language skills through more in-depth class discussions, oral presentations, compositions, and the regular engagement of the French-speaking world through the use of authentic materials.  In these classes, students and teachers engage in informative conversations that range from micro-cultural studies of various Francophone localities to the often problematical and nuanced geo-political realities—past, present, and future.",1,Languages
AP French Language & Culture,"In the advanced levels of French, students continue their literary studies and are expected to strengthen their language skills through more in-depth class discussions, oral presentations, compositions, and the regular engagement of the French-speaking world through the use of authentic materials. In these classes, students and teachers engage in informative conversations that range from micro-cultural studies of various Francophone localities to the often problematical and nuanced geo-political realities&mdash;past, present, and future. Students in Level V may elect to take the AP French Language exam. Students who have completed Level V prior to their senior year can receive instruction at Level VI.",1,Languages
French VI,,1,Languages
French Tutorial I - II,,1,Languages
Latin I,"In this introductory course, students study basic vocabulary and grammar, Greek and Roman history, and the influence of the Latin language upon the English language.",1,Languages
Latin II,"This course enables students to gain a more extensive vocabulary and study complex grammatical constructions.  They also study Greek and Roman mythology and examine excerpts from the writings of Julius Caesar.  At the end of the course, the students translate four poems from Ovid’s Metamorphoses and learn how to scan Latin poetry.",1,Languages
Latin III,"In this course, students study Cicero and Ovid in depth.  Students are also introduced to other great Roman writers: Catullus, Horace, Livy, Martial, and Vergil.",1,Languages
Latin IV,"
&#160;
<font face=""Helvetica Neue, Helvetica, Arial, sans-serif"" color=""#333333""><span style=""line-height: 18px;"">AP Latin is for fourth-year students who will read selections from Vergil's epic <i>The Aeneid</i>&#160;and Julius Caesar's <i>De bello Gallico. &#160;</i>Students have the option of taking the AP Latin exam in May.</span></font>
",1,Languages
AP Latin,"In Latin V the more serious Latin students examine selected works of several of Rome&#8217;s greatest poets: Ovid, Horace, and Catullus, with the intention of taking the AP Latin Literature exam at the end of the course.",1,Languages
Spanish I,"This introductory course presents the phrases, vocabulary, and basic grammar needed for simple conversational Spanish.  Group and paired activities are used on a regular basis for practice and reinforcement of skills.  The course also introduces simple reading and listening passages emphasizing comprehension without the use of translation.  The use of video is also an integral part of lower-level classes, helping students become familiar with the sounds of the language and serving as an introduction to simple discussions and to the history and culture of the world’s Spanish-speaking populations.",1,Languages
Spanish II,"This course begins with a review of the present tense and then introduces the two past tenses, preterit and imperfect.  The course introduces the formal imperative and the subjunctive mood in the present.  Lastly, students learn the future and conditional tenses. Spanish II emphasizes the development of written, spoken, listening, and reading skills through short compositions, oral participation, and readings.  Students also acquire a wide range of practical vocabulary.  The course features a video series that exposes students to the vastness of the history and culture of many Spanish-speaking nations.",1,Languages
Spanish III,"In addition to presenting further contextualized vocabulary and expressions, this course introduces several more advanced grammatical forms.  Students begin to develop control of these and previous forms in order to express more complex ideas.  Short stories and excerpts from original texts introduce students to the richness and variety of Spanish and Latin American literature.  Students are introduced to the world of Garcia Marquez through two of his movies.",1,Languages
Spanish iv,"In this course, students read and analyze cultural and literary selections from all over the Spanish-speaking world in their original form. In addition to the maintenance of speaking and listening skills, the course emphasizes the development of analytical writing skills through in-class essays on selected works. The course also requires acquisition of advanced vocabulary and idiomatic expressions. Spanish IV is designed to prepare long-term students to pursue advanced communicative and literary studies of Spanish.",1,Languages
AP Spanish Language & Culture,"This course is designed to polish the skills that students have acquired throughout their years of study. In addition to independent review and intensive practice, the course emphasizes a thorough knowledge and understanding of grammar; consolidation of a broad range of sophisticated vocabulary and idiomatic expressions; ability to read and understand literary selections in the original; ability to write essays that balance treatment of content with linguistic control; effective aural comprehension and spoken communication; and evolving understanding of the target cultures. Students who complete this course are prepared to take the Advanced Placement Spanish Language examination.",1,Languages
Conversational Spanish,,1,Languages
Spanish Film & Literature - IS,,1,Languages
AP Spanish Literature & Culture,,1,Languages
Creative Writing in Spanish & English,,1,Languages
Chinese I,"This course introduces Chinese language and culture.  Students learn to speak and listen to simple conversations, as well as to write and read simplified Chinese characters.  They participate in hands-on activities and employ multimedia learning tools, including the IQChinese language-learning system.  This class provides a foundation for more advanced Chinese courses.",1,Languages
Chinese II,"The course focuses on vocabulary, idioms, speaking, reading comprehension, and writing.  Students learn to recognize approximately 200 characters, enabling them to write an essay with Chinese characters.  In addition, students continue to work through the IQChinese language-learning system.",1,Languages
Chinese III,"The course focuses on vocabulary, idioms, speaking, reading comprehension, and writing.  Students learn to recognize approximately 200 characters, enabling them to write an essay with Chinese characters.  In addition, students continue to work through the IQChinese language-learning system.",1,Languages
Chinese IV,,1,Languages
AP Chinese Language and Culture,,1,Languages
Classical Greek,,1,Languages
American Sign Language - IS,,1,Languages
Advanced Topics in Chinese Language Arts,,1,Languages
Korean Language & Culture - IS,,1,Languages
Intro to Ancient Greek,,1,Languages
Adv Spanish Through Film and Literature - S,,0.5,Languages
Chinese V,,1,Languages
Latin VI,,1,Languages
20th Century Music and Poetry in Latin and South America,,0.5,Languages
Advanced Spanish Linguistics - F,,0.5,Languages
A Comparison of The Aeneid and Metamorphoses -IS,,1,Languages
AP German Language and Culture - IS,,1,Languages
TA for AP Language & Composition-IS-S,,0.5,Languages
First Year Japanese- Part 1-IS,,1,Languages
German I-IS,,1,Languages
Japanese 2 Part 1 - IS,,1,Languages
Japanese I - IS- F,,0.5,Languages
Japanese History- IS-S,,0.5,Languages
AP French Language & Culture,,1,Languages
AP Spanish Language & Culture,,1,Languages
Chinese I,,1,Languages
Chinese II,,1,Languages
Chinese III,,1,Languages
Chinese IV,,1,Languages
Chinese V,,1,Languages
French I,,1,Languages
French II,,1,Languages
French III,,1,Languages
French IV,,1,Languages
Intro to Ancient Greek,,1,Languages
Latin I,,1,Languages
Latin II,,1,Languages
Latin III,,1,Languages
Latin IV,,1,Languages
Spanish I,,1,Languages
Spanish II,,1,Languages
Spanish III,,1,Languages
Spanish IV,,1,Languages
AP Latin,,1,Languages
French VI,,1,Languages
AP Chinese,,1,Languages
Spanish V,,1,Languages
Microeconomics - F,"Economics is a semester study of macroeconomics, economic systems, the US economy, and globalization and world development. The course&#8217;s primary goals are to establish a strong understanding of economic factors and their relationship, to create an economic perspective on geopolitical conflicts and issues, and to create the ability to analyze and problem solve using this global economic perspective. This course will serve as a strong foundation for college economics, international relations and business.",0.5,Mathematics
Foundations in Algebra and Geometry,"This first-year course prepares students for the challenges ahead in the math curriculum. Students examine and represent numbers in various forms; demonstrate fluency in mathematical language and understanding of concepts, processes, and reasoning; develop independence in learning mathematics; investigate math&#8217;s scope and nature; and acquire a broad yet solid foundation for both algebra and geometry. They apply their learning to an array of problems.",1,Mathematics
Algebra I,"This course stresses both the structure of algebra and the development of problem-solving skills.  The properties of the real number system lay the groundwork for the course.  Emphasis is placed on understanding and applying the symbolic language of mathematics in order to represent real world situations.  Topics include solving and graphing linear equations, inequalities, systems of equations, quadratic and rational equations, simplifying and evaluating radicals, rules of exponents, operations with polynomials, factoring polynomials, and operations with rational expressions.  Various problem-solving techniques are developed.",1,Mathematics
Geometry,"Working chiefly within the axiomatic system of Euclidean geometry, students use logical and creative mathematical reasoning to confirm parallel, perpendicular, congruence, inequality, and similarity relationships. They develop mastery of synthetic, coordinate, and transformational methods in problem solving, and they hone their powers of spatial visualization through paper folding and other construction techniques. Content typically includes proofs, plane and space figures, locus, vectors, trigonometry of right triangles, and non-Euclidean geometries. Optional, supplemental texts and computer resources allow students to explore an array of non-traditional and advanced topics.",1,Mathematics
