"Course Code","Course Title","Course Length","Description","Credits Attempted","Department"
"z7040","Musical Ensemble Performance","2","In this yearlong course, students undertake the study and performance of selected classical works for ensembles of two or more musicians.  The course consists of at least one weekly coaching session with the instructor, two required practice sessions, and one weekly musicianship class.  Students enrolled in the course are required to study a minimum of four musical works and are expected to perform in at least three concerts.  Students may choose to take this course for credit.","1","Arts"
"7050","History of Jazz","1","This one-semester elective includes a definition of jazz and a survey of the most significant styles and performers.  Some jazz performances are analyzed in detail.  This course provides students who have limited musical experience with the opportunity to develop analytical skills that enhance their appreciation of all music, jazz and otherwise.","0.5","Arts"
"7100","Introduction to Music Theory","1","This course introduces students to the basics of music theory.  Students develop an understanding of the fundamentals of music by listening, performing, creating, and analyzing music.  Topics covered include music terminology, notation skills, four-part harmonization, basic composition, music analysis, and basic ear training.","0.5","Arts"
"7110","AP Music Theory - S","1","This class prepares students for the AP Music Theory exam by developing their ability to recognize, understand, and describe the basic materials and processes that are heard or presented in a score. Students develop their aural, sight-singing, written, compositional, and analytical skills through listening, performance, and analytical exercises. Topics covered include notation, keys, modes, intervals, chords, Roman numeral analysis, four-part chorale writing, musical analysis, and melodic, harmonic, and rhythmic dictation. This class is not designed for beginner-level musicians, but rather for students who are interested in the analytical aspects of music. Successful completion of the Introduction to Music Theory course is a prerequisite.","0.5","Arts"
"8000i","Physical Education","2","Indian Springs recognizes the need for physical exercise and the development of healthy attitudes and life-long habits. Students choose from a variety of sports and recreational activities that fit their interests and skills to fulfill their PE requirement. Students in grade 8 participate in physical education all year.","1","Athletics"
"z80401","Wellness and Fitness","2","Ninth-grade students take the Wellness and Fitness course in the fall and either take PE or play a sport in the spring Indian Springs recognizes the need for physical exercise and the development of healthy attitudes and life-long habits. Students choose from a variety of sports and recreational activities that fit their interests and skills to fulfill their PE requirement.","1","Athletics"
"1020","Photography I - S","1","","0.5","Arts"
"1030","Photography II - S","1","","0.5","Arts"
"1280","Advanced Drawing Methods - S","1","","0.5","Arts"
"1290","2D Design - S","1","","0.5","Arts"
"1310","3D Design - F","1","","0.5","Arts"
"1380","Exploring Abstraction","1","","0.5","Arts"
"1520","Recording Arts - S","1","This is a semester course designed to introduce students to the principles of sound engineering and production. As with any art, there are technical skills that must be learned in order to make a creative expression. Objectives in Recording Arts are both technical and creative. Technical objectives include learning about sound and acoustics as well as developing the &ldquo;ear&rdquo; of the students; that is, increasing their ability to interpret better what they hear. Becoming familiar with equipment by hands-on experience in a multi-track recording studio is also part of the technical side. Students are exposed to analog and digital formats.
During the course the class does a production of a song. Producing involves arrangement, recording and mixing tracks of instruments and vocals. This project serves as a vehicle for producing a sound picture. The sound picture is the focus of the course. The same tracks can sound many different ways depending on the equalization (the ability to increase or decrease the volume of selected frequencies of an individual track), panning (the ability to place a track anywhere in the stereo spectrum), effects (choruses, early reflections, delays, etc.), reverberation and the relative volumes of the instruments with one another and with the vocals.
Deciding upon the blend of these parameters is mixing, the heart of Recording Arts. For example, if the music is rhythmical, certain special effects can accent or punctuate the rhythm. Another example is the selection of the type of reverberation. Some types of reverberation can give a full sound to a recording while other types can add to a haunting feel. Mixing falls into the creative side of the course since the way the song will sound is a matter of interpretation and expression of the one at the controls. This is where the sound picture is painted. The sound of the final product is integrated with the song and its arrangement, adding to the total feel of the music, which in turn strengthens the emotional connection with the listener.
Recording Arts is largely a laboratory-type course, and therefore, attendance and participation are essential. The students take increasing control of the studio and project as the semester moves along. One of the goals is to let them &ldquo;run the ship&rdquo; by the end of the course.","0.5","Arts"
"1701","Acting I - S","1","Open to all students, whether novice actor or veteran performer, this course introduces the basics of acting: concentration, relaxation, observation, and characterization. Students learn juggling and pantomime techniques and use daily improvisations and theater games to build characterization skills and create original material for performance. At the end of the semester, they perform short scenes and monologues, both scripted and original. Additionally, students attend and critique local theater performances.","0.5","Arts"
"1730","Acting II - S","1","","0.5","Arts"
"1750","Stagecraft - S","1","In this course, students learn the basics of set construction and scenery and lighting design. They build, paint, light a set and serve as stage crew for one major Indian Springs theater production during the semester. In addition, students set up and run lights, sound, and media for Town Meetings and other school functions on a rotating basis.","0.5","Arts"
"z1800","Art 8","2","","1","Arts"
"z1990","AP Studio Art","2","","1","Arts"
"2020","Sustainable Development - F","1","","0.5","Science"
"2050","Human Anatomy & Physiology","1","","0.5","Science"
"3060","English 11","2","This course is intended to help develop close reading, critical thinking and persuasive writing skills. Students must think independently about the concepts they encounter in their reading and express their opinions cogently, creatively, and persuasively in their class discussions, journal entries and essay assignments. While the primary focus is improving analytical thinking and writings skills, students will also have various opportunities to respond personally and creatively in a variety of different ways. Since the 11th grade year in history is devoted to the study of the United States, this course will also place a special emphasis on American literature, keeping as closely as possible to chronological order and as much in sync as is feasible with the American History curriculum.","1","English"
"3320","Debate-S","1","This class covers the basic theories behind argumentation and debate. Students explore the various aspects of logic and reasoning, including the structures of deductive, inductive, and syllogistic arguments. Students learn research and evidence gathering techniques as they build their cases on a variety of topics. The primary focus of the class will be on Public Forum Debate. Students learn how to identify the three debate questions, how to write effective affirmative and negative cases, how to flow a debate round, how to engage in effective cross examination, as well as how to close the round by focusing the winning points. In addition to debate, students explore Original Oratory, Extemporaneous and Impromptu Speaking. Participation in local tournaments is encouraged during the course, with at least one per month being available.","0.5","English"
"3340","Psychology and Literature","1","","0.5","English"
"3360","Epic Poetry-Spring","1","This course introduces students to several works of epic poetry from the ancient world through the 20th century and their ongoing literary and cultural influence.&#160; Our central readings are Gilgamesh (anonymous), The Aeneid (Virgil), The Metamorphoses (Ovid), Beowulf (anonymous), Sir Gawain and the Green Knight (anonymous), Paradise Lost (Milton), and long poems with epic qualities, such as The Rime of the Ancient Mariner (Coleridge), Song of Myself (Whitman), The Waste Land (Eliot), Notes Toward a Supreme Fiction (Stevens), and Howl (Ginsberg).&#160; Along the way we will discuss each work's literary, social, and cultural dimensions-such as poetic techniques, the individual versus the group, the human versus the divine-and their intertextuality.&#160; Prior experience with ancient or epic literature is helpful but is not required.&#160; You will write four to five papers and will take a mid-term exam and a final exam.&#160; Careful annotations of, outlines of, and responses to the readings will constitute additional assessment measures.&#160; Vocabulary enrichment and reinforcement-life-long processes-form an additional course component.","0.5","English"
"3380","Epic Poetry--Fall","1","This course introduces students to several works of epic poetry from the ancient world through the 20th century and their ongoing literary and cultural influence.&#160; Our central readings are Gilgamesh (anonymous), The Aeneid (Virgil), The Metamorphoses (Ovid), Beowulf (anonymous), Sir Gawain and the Green Knight (anonymous), Paradise Lost (Milton), and long poems with epic qualities, such as The Rime of the Ancient Mariner (Coleridge), Song of Myself (Whitman), The Waste Land (Eliot), Notes Toward a Supreme Fiction (Stevens), and Howl (Ginsberg).&#160; Along the way we will discuss each work's literary, social, and cultural dimensions-such as poetic techniques, the individual versus the group, the human versus the divine-and their intertextuality.&#160; Prior experience with ancient or epic literature is helpful but is not required.&#160; You will write four to five papers and will take a mid-term exam and a final exam.&#160; Careful annotations of, outlines of, and responses to the readings will constitute additional assessment measures.&#160; Vocabulary enrichment and reinforcement-life-long processes-form an additional course component.","0.5","English"
"3460","Visual Rhetoric - S","1","","0.5","English"
"3471","Breaking the Rules - F","1","Students enrolled in this course will explore the &#8220;rules&#8221; of narrative from Modern and Postmodern perspectives. In our society, the multi-focal nature of the transmission of information makes much of Postmodern theory self-evident. The questions, then, become &#8220;Where did it come from?&#8221; and &#8220;Why is (was) it new and different&#8221;? Works studied include: <i>Dubliners</i> (Joyce); <i>Wide Sargasso Sea</i> (Rhys); <i>The French Lieutenant&#8217;s Woman </i>(Fowles); and <i>M. Butterfly</i> (Hwang).","0.5","English"
"4180","Introduction to Western Philosop","1","","0.5","History"
"4190","Latin American Hist.","1","","0.5","History"
"4200","World War II","1","","0.5","History"
"4600","History of Business","1","","0.5","History"
"4300","20th Cent World Hist - F","1","","0.5","History"
"7130","Stage Band--F","1","","0.5","Arts"
"7140","Stage Band - S","1","","0.5","Arts"
"z8000","8th grade P.E.","2","","1","Physical Education"
"2500","Urban Farming","1","","0.5","Science"
"2510","Geophysics","1","","0.5","Science"
"60901","Complex Variables","1","","0.5","Mathematics"
"z5270","Spanish VI IS","2","","1","Languages"
"z5090","French Tutorial I - II","2","","1","Languages"
"z8010","10th Grade PE","2","","1","Physical Education"
"z8020","11th Grade PE","2","","1","Physical Education"
"z5340","Chinese IV","2","","1","Languages"
"z5280","Spanish Literature","2","","1","Languages"
"z2520","Adv. Chemical Techniques - Ind. Study","2","","1","Science"
"z2530","Exercise Science","2","","1","Science"
"35001","Journalism","2","","1","English"
"z1040","Adv. Photo Ind. Study","2","","1","Arts"
"4400","Modern Conflict Theory","1","<span style=""font-size: 7.5pt; color: black;"">Modern Conflict Theory is the study of current conflict within the framework of modern economic and cultural theory.&#160; To understand conflict, one needs to understand the motivating factors of the participants as well as global economic and cultural forces which are dramatically changing the modern world.&#160; This class will be seminar based.</span>","0.5","History"
"6096","Complex Variables II","1","","0.5","Mathematics"
"2501","Urban Farming II","1","","0.5","Science"
"2511","Geophysics II","1","","0.5","Science"
"1060","Digital Photography - F","1","","0.5","Arts"
"1070","Digital Photography - S","1","","0.5","Arts"
"1760","Musical Theater - S","1","Students in this course will create a short original musical theatre piece and perform it for the ISS community. The creation of the book, music and lyrics for this show will be a collaborative effort between students and instructor. Students will brainstorm to create the plot, characters, themes, etc. and also decide where songs (and dances) should be inserted, what part of the story they need to carry, etc. Classic musicals on film will be analyzed for their structural elements. These musicals could include ""Oklahoma,"" ""My Fair Lady,"" ""Fiddler on the Roof,"" ""JC Superstar,"" ""Rent,"" ""Chicago,"" etc.
This is a performance-related course, and although additional actors may be needed for this show, students who take this course will be expected to perform in it even if they are not seasoned actors.","0.5","Arts"
"2150","Organic Chemistry","1","","0.5","Science"
"2600","Introduction to Geology","1","","0.5","Science"
"2701","Astronomy of the Solar System","1","","0.5","Science"
"3480","Personal Narrative - Fall","1","","0.5","English"
"3490","Personal Narative - Spring","1","","0.5","English"
"4100","War and Peace","1","","0.5","History"
"4110","19th Century Europe - S","1","","0.5","History"
"4120","Civil Rights - Slavery thru 1950","1","","0.5","History"
"4130","Civil Rights - 1950's and 1960's","1","","0.5","History"
"4140","French Revolution","1","","0.5","History"
"4150","Civil War and Reconstruction - F","1","","0.5","History"
"4260","Introduction to Psychology - F","1","","0.5","History"
"4330","Macroeconomics - S","1","","0.5","History"
"4330","Macroeconomics - S","1","","0.5","Mathematics"
"z5260","Conversational Spanish","2","","1","Languages"
"8040","WellFit","1","","0.5","Physical Education"
"8050","9th Grade PE - F","1","","0.5","Physical Education"
"6075","Calculus II","1","","0.5","Mathematics"
"2051","Anatomy & Physiology I - F","1","","0.5","Science"
"4111","Existential Philosophy IS","1","","0.5","History"
"z2061","Canine Behavior & Physiology IS","2","","1","Science"
"z5262","Spanish Film & Literature IS","2","","1","Languages"
"2602","Complex Chemical Reactions IS","1","","0.5","Science"
"z1601","Explorative Drawing & Mixed Media IS","2","","1","Arts"
"1602","Architectural Drawing IS","1","","0.5","Arts"
"z5060","French VI","2","","1","Languages"
"2603","Musculature of the Human Body IS","1","","0.5","Science"
"6091","Stanford University EPGY OHS UM51A Linear Algebra","1","","0.5","Mathematics"
"3330","Contemporary Literature","1","","0.5","English"
"3350","20th Century Poetry and Prose","1","","0.5","English"
"2604","Anatomy & Physiology of Domestic Animals-IS","1","","0.5","Science"
"1603","Advanced Abstraction IS","1","","0.5","Arts"
"6140","Game Theory - IS","1","","0.5","Mathematics"
"6091","Stanford University EPGY-Number Theory","1","","0.5","Mathematics"
"z3020","Critical Reading & Analytical Writing","2","","1","English"
"3500","Personal Narrative","1","","0.5","English"
"3400","Writers' Workshop","1","","0.5","English"
"3410","Writers' Workshop - S","1","","0.5","English"
"1460","Woodworking - S","1","","0.5","Arts"
"1900","Creating Visual Rhetoric","1","","0.5","Arts"
"7200","Contemporary Music Ensemble - F","1","","0.5","Arts"
"7210","Contemporary Music Ensemble - S","1","","0.5","Arts"
"4270","Introduction to Psychology - S","1","","0.5","History"
"4210","Death & Dying","1","","0.5","History"
"4220","Issues in Contemporary History","1","","0.5","History"
"z2340","Physics","2","","1","Science"
"z2060","Experimental Procedures in Microbiology","2","","1","Science"
"z5271","Creative Writing in Spanish & English","2","","1","Languages"
"5061","The Works of Marguerite Duras","1","","0.5","Languages"
"1604","Portfolio Preparation","1","","0.5","Arts"
"1605","Portfolio Preparation G","1","","0.5","Arts"
"1606","IS - Advanced Abstraction","1","","0.5","Arts"
"z5263","AP Spanish Literature & Culture","2","","1","Languages"
"3600","World Literature","1","","0.5","English"
"6200","IS - Cryptological Mathemetics","1","","0.5","Mathematics"
"1607","IS - Portrait Painting","1","","0.5","Arts"
"4410","IS - Military History","1","","0.5","History"
"4420","IS - Cultural Economic Theory","1","","0.5","History"
"3271","Challenging Literature - Fall","1","","0.5","English"
"3610","Feminist Literature","1","","0.5","English"
"3420","Southern Lit & Culture","1","","0.5","English"
"z5350","Chinese V","2","","1","Languages"
"4230","Global Issues I","1","","0.5","History"
"4500","Foundations of Leadership - Fall","1","","0.5","History"
"4510","Foundations of Leadership - Spring","1","","0.5","History"
"4240","Political & Moral Philosophy","1","","0.5","History"
"6070","Multivariable Calculus - S","1","","0.5","Mathematics"
"z8060","WellFit/PE","2","","1","Physical Education"
"2710","Stellar Astronomy - S","1","","0.5","Science"
"2800","Research Methods in Science I - S","1","","0.5","Science"
"z6301","Complex Variables IS","2","","1","Mathematics"
"3710","Contemporary Media as Text-IS","1","","0.5","English"
"5091","French Culture & Conversation - IS","1","","0.5","Languages"
"5092","Business French - IS","1","","0.5","Languages"
"6410","Mathematics of Finance - IS","1","","0.5","Mathematics"
"z4710","Nigerian Ind. & Yoruba Studies - IS","2","","1","History"
"z1608","Portfolio Preparation FY - IS","2","","1","Arts"
"3720","Moral Issues in 19th Century Literature - IS","1","","0.5","English"
"1780","Fashion Design - IS-S","1","","0.5","Arts"
"1611","Exploring Expressionism - IS","1","","0.5","Arts"
"1612","Computer Prog./Website Maint. - IS","1","","0.5","Arts"
"1613","Interior Design - IS","1","","0.5","Arts"
"1614","Anatomical Art - IS","1","","0.5","Arts"
"1615","Illustration - IS","1","","0.5","Arts"
"2901","Geology - IS","1","","0.5","Science"
"2902","Nutrition Science - IS","1","","0.5","Science"
"4711","Investment Strategy - IS","1","","0.5","History"
"4712","Entrepreneurship and Small Business Management","1","","0.5","History"
"3721","Science Fiction Literature - IS","1","","0.5","English"
"3350","Rhetoric of War","1","","0.5","English"
"3430","Queer Literature & Theory","1","","0.5","English"
"4712","Entrepreneurship - F","1","","0.5","History"
"4713","Entrepreneurship - S","1","","0.5","History"
"4232","Global Issues II","1","","0.5","History"
"6071","Linear Algebra - F","1","","0.5","Mathematics"
"6072","Discrete & Combinatorial Math","1","","0.5","Mathematics"
"z6140","Calculus","2","","1","Mathematics"
"2810","Research Methods in Science II - F","1","","0.5","Science"
"2902","Nutrition - S","1","","0.5","Science"
"9999","Test Course For Faculty Orientation","2","This is a test course to be used for Faculty Orientation scheduled 8/14/2013.","1","English"
"3751","Literature of Illness - IS","1","","0.5","English"
"z4781","Business Planning & Creation - IS","2","","1","History"
"z7301","Advanced Music Theory","2","","1","Arts"
"4782","History of Feminist Art - IS","1","","0.5","History"
"z6201","AP Computer Science - JHCTY","2","","1","Mathematics"
"","Exploring Color Theory - IS","1","","0.5","Arts"
"3752","Classic Literature","1","","0.5","English"
"1702","Feminist Art","1","","0.5","Arts"
"3753","Survey of Beat Generation","1","","0.5","English"
"3472","Breaking the Rules - S","1","","0.5","English"
"3754","Experimental Literature - F","1","","0.5","English"
"3755","Experimental Literature - S","1","","0.5","English"
"z5410","Classical Greek","2","","1","Languages"
"2052","Anatomy & Physiology II - S","1","","0.5","Science"
"2700","Stellar Astronomy - F","1","","0.5","Science"
"z2850","Robotics","2","","1","Science"
"7010","Choir","1","Choir is a year-long course, taken without credit. Many Indian Springs students participate in the choir. The 150-member Concert Choir practices daily during school hours. The smaller, 60-member Chamber Choir rehearses on Monday evenings. Through these rigorous musical experiences, students have the opportunity to sing for a variety of audiences from elementary school children to symphony goers.","0","Arts"
"3000","English 8","1","English 8 provides a strong foundation for further English courses at Indian Springs. Building on and reviewing basic grammar skills, students continue honing their sentence, paragraph and essay writing craft. Students read, analyze, speak and write about various types of literature, further developing their abilities to think and write effectively. Close reading, thorough examinations of diction, characterization, and tone plus spirited group discussions help students discover larger meanings, personal connections and an author&#8217;s purpose in literary works from Ancient to Modern. Students also learn to identify major themes and recurring symbols important throughout literary /human history. Public Speaking/Oral Communication skills are also emphasized throughout the year through informal talks, formal speeches, and memorized Shakespearean monologues. ","1","English"
"3010","English 9","1","Fundamental to this course is the installation of &#8220;literary literacies&#8221; in its students. Students in this course read many works that have impacted the Western Literary canon: <i>Gilgamesh</i>; the Bible; Classical Mythology; <i>Inferno</i>; <i>Romeo and Juliet.</i> Through cross-curricular study with their History curriculum, they learn to understand works in context, to analyze the rhetorical structures of these works, and to appreciate their place in Western cultural context. Students learn to express themselves in formal and informal writing, and to peer-edit and assess their own written work. Grammar and vocabulary study are integrated throughout the course.","1","English"
"3020","Critical Reading & Analytical Writing","1","","1","English"
"3030","AP English Language and Composition","1","Through an intensive study of works of non-fiction as well as fiction, drama, and poetry, students in this course explore the complexities and nuances of rhetoric and its uses. Designed as a preparation for the AP English Language and Composition exam, the course focuses on helping students to develop close reading techniques and to improve writing in expository and argumentative forms. The shorter material for the course, primarily drawn from The Art of the Personal Essay (Lopate), A World of Ideas (Jacobus), and The Art of the Short Story (Gioia & Gwynn), ranges from classical to contemporary. Longer works include Othello (Shakespeare), Ceremony (Silko), Going After Cacciato (O&rsquo;Brien), The Great Gatsby (Fitzgerald), and To the Lighthouse (Woolf).","1","English"
"5010","French I","1","During the first two years, students acquire a basic proficiency in speaking, listening, reading, and writing.  An interactive video program rich in cultural content serves as a basis for class discussions which are conducted mostly in French.","1","Languages"
"5020","French II","1","During the first two years, students acquire a basic proficiency in speaking, listening, reading, and writing.  An interactive video program rich in cultural content serves as a basis for class discussions which are conducted mostly in French.","1","Languages"
"5030","French III","1","Students complete the acquisition of basic communication skills and begin to study literature, which provides them with opportunities for the analysis of content and style through a variety of written and spoken activities.  A grammar text supplements the course material as the students refine their control of the linguistic structures of French.","1","Languages"
"5040","French IV","1","In the advanced levels of French, students continue their literary studies and are expected to strengthen their language skills through more in-depth class discussions, oral presentations, compositions, and the regular engagement of the French-speaking world through the use of authentic materials.  In these classes, students and teachers engage in informative conversations that range from micro-cultural studies of various Francophone localities to the often problematical and nuanced geo-political realities—past, present, and future.","1","Languages"
"5050","AP French Language & Culture","1","In the advanced levels of French, students continue their literary studies and are expected to strengthen their language skills through more in-depth class discussions, oral presentations, compositions, and the regular engagement of the French-speaking world through the use of authentic materials. In these classes, students and teachers engage in informative conversations that range from micro-cultural studies of various Francophone localities to the often problematical and nuanced geo-political realities&mdash;past, present, and future. Students in Level V may elect to take the AP French Language exam. Students who have completed Level V prior to their senior year can receive instruction at Level VI.","1","Languages"
"5060","French VI","1","","1","Languages"
"5090","French Tutorial I - II","1","","1","Languages"
"5110","Latin I","1","In this introductory course, students study basic vocabulary and grammar, Greek and Roman history, and the influence of the Latin language upon the English language.","1","Languages"
"5120","Latin II","1","This course enables students to gain a more extensive vocabulary and study complex grammatical constructions.  They also study Greek and Roman mythology and examine excerpts from the writings of Julius Caesar.  At the end of the course, the students translate four poems from Ovid’s Metamorphoses and learn how to scan Latin poetry.","1","Languages"
"5130","Latin III","1","In this course, students study Cicero and Ovid in depth.  Students are also introduced to other great Roman writers: Catullus, Horace, Livy, Martial, and Vergil.","1","Languages"
"5140","Latin IV","1","
&#160;
<font face=""Helvetica Neue, Helvetica, Arial, sans-serif"" color=""#333333""><span style=""line-height: 18px;"">AP Latin is for fourth-year students who will read selections from Vergil's epic <i>The Aeneid</i>&#160;and Julius Caesar's <i>De bello Gallico. &#160;</i>Students have the option of taking the AP Latin exam in May.</span></font>
","1","Languages"
"5150","AP Latin","1","In Latin V the more serious Latin students examine selected works of several of Rome&#8217;s greatest poets: Ovid, Horace, and Catullus, with the intention of taking the AP Latin Literature exam at the end of the course.","1","Languages"
"5210","Spanish I","1","This introductory course presents the phrases, vocabulary, and basic grammar needed for simple conversational Spanish.  Group and paired activities are used on a regular basis for practice and reinforcement of skills.  The course also introduces simple reading and listening passages emphasizing comprehension without the use of translation.  The use of video is also an integral part of lower-level classes, helping students become familiar with the sounds of the language and serving as an introduction to simple discussions and to the history and culture of the world’s Spanish-speaking populations.","1","Languages"
"5220","Spanish II","1","This course begins with a review of the present tense and then introduces the two past tenses, preterit and imperfect.  The course introduces the formal imperative and the subjunctive mood in the present.  Lastly, students learn the future and conditional tenses. Spanish II emphasizes the development of written, spoken, listening, and reading skills through short compositions, oral participation, and readings.  Students also acquire a wide range of practical vocabulary.  The course features a video series that exposes students to the vastness of the history and culture of many Spanish-speaking nations.","1","Languages"
"5230","Spanish III","1","In addition to presenting further contextualized vocabulary and expressions, this course introduces several more advanced grammatical forms.  Students begin to develop control of these and previous forms in order to express more complex ideas.  Short stories and excerpts from original texts introduce students to the richness and variety of Spanish and Latin American literature.  Students are introduced to the world of Garcia Marquez through two of his movies.","1","Languages"
"5240","Spanish iv","1","In this course, students read and analyze cultural and literary selections from all over the Spanish-speaking world in their original form. In addition to the maintenance of speaking and listening skills, the course emphasizes the development of analytical writing skills through in-class essays on selected works. The course also requires acquisition of advanced vocabulary and idiomatic expressions. Spanish IV is designed to prepare long-term students to pursue advanced communicative and literary studies of Spanish.","1","Languages"
"5250","AP Spanish Language & Culture","1","This course is designed to polish the skills that students have acquired throughout their years of study. In addition to independent review and intensive practice, the course emphasizes a thorough knowledge and understanding of grammar; consolidation of a broad range of sophisticated vocabulary and idiomatic expressions; ability to read and understand literary selections in the original; ability to write essays that balance treatment of content with linguistic control; effective aural comprehension and spoken communication; and evolving understanding of the target cultures. Students who complete this course are prepared to take the Advanced Placement Spanish Language examination.","1","Languages"
"5260","Conversational Spanish","1","","1","Languages"
"5262","Spanish Film & Literature IS","1","","1","Languages"
"5263","AP Spanish Literature & Culture","1","","1","Languages"
"5271","Creative Writing in Spanish & English","1","","1","Languages"
"5310","Chinese I","1","This course introduces Chinese language and culture.  Students learn to speak and listen to simple conversations, as well as to write and read simplified Chinese characters.  They participate in hands-on activities and employ multimedia learning tools, including the IQChinese language-learning system.  This class provides a foundation for more advanced Chinese courses.","1","Languages"
"5320","Chinese II","1","The course focuses on vocabulary, idioms, speaking, reading comprehension, and writing.  Students learn to recognize approximately 200 characters, enabling them to write an essay with Chinese characters.  In addition, students continue to work through the IQChinese language-learning system.","1","Languages"
"5330","Chinese III","1","The course focuses on vocabulary, idioms, speaking, reading comprehension, and writing.  Students learn to recognize approximately 200 characters, enabling them to write an essay with Chinese characters.  In addition, students continue to work through the IQChinese language-learning system.","1","Languages"
"5340","Chinese IV","1","","1","Languages"
"5350","AP Chinese Language and Culture","1","","1","Languages"
"5410","Classical Greek","1","","1","Languages"
"4000","Eighth-Grade Social Studies","1","","1","History"
"4010","World History: To 1500","1","This course explores major events in the development of world history from the paleolithic world through the European Renaissance. The approach is interdisciplinary and thematic, emphasizing political, economic, social, philosophical, scientific, literary, and artistic interrelationships across time and place. Twenty-first century skills such as problem solving, information literacy, and critical thinking are stressed.","1","History"
"4020","AP European History","1","This course is a continuation of the previous year, from 1550 to the present, with emphasis on Western Civilization. Supplemental instruction is provided for students who choose to take the AP European History exam.","1","History"
"4040","AP United States History","1","This course traces the history of the United States from its colonial origins in the late sixteenth century to the 1980s. Through common readings, discussions, and lectures, students explore the distinctive rhythms&#8212;political, economic, and social&#8212;of the American historical experience. Grades are based on exams administered every six weeks, two research papers, and students&#8217; participation in the daily discussions. With supplementary work outside of class, students are prepared to take the AP American History exam.","1","History"
"4050","AP United States Government and Politics","1","This year-long course gives students a perspective on government and politics in the United States. It includes both the study of general concepts used to interpret U.S. politics and an analysis of specific examples. Students gain familiarity with the various institutions, groups, beliefs, and ideas that constitute U.S. politics and become acquainted with the variety of theoretical perspectives and explanations of various behaviors and outcomes. Topics to be considered include the constitutional underpinnings of the U.S. government; political beliefs and behaviors; political parties, interest groups, and mass media; institutions of national government; public policy; and civil rights and liberties.","1","History"
"4710","Nigerian Ind. & Yoruba Studies - IS","1","","1","History"
"4781","Business Planning & Creation - IS","1","","1","History"
"6000","Foundations in Algebra and Geometry","1","This first-year course prepares students for the challenges ahead in the math curriculum. Students examine and represent numbers in various forms; demonstrate fluency in mathematical language and understanding of concepts, processes, and reasoning; develop independence in learning mathematics; investigate math&#8217;s scope and nature; and acquire a broad yet solid foundation for both algebra and geometry. They apply their learning to an array of problems.","1","Mathematics"
"6010","Advanced Algebra I","1","This course stresses both the structure of algebra and the development of problem-solving skills. The properties of the real number system lay the groundwork for the course. Emphasis is placed on understanding and applying the symbolic language of mathematics in order to represent real world situations. Topics include solving and graphing linear equations, inequalities, systems of equations, quadratic and rational equations, simplifying and evaluating radicals, rules of exponents, operations with polynomials, factoring polynomials, and operations with rational expressions. Various problem-solving techniques are developed.","1","Mathematics"
"6020","Advanced Geometry","1","Working chiefly within the axiomatic system of Euclidean geometry, students use logical and creative mathematical reasoning to confirm parallel, perpendicular, congruence, inequality, and similarity relationships. They develop mastery of synthetic, coordinate, and transformational methods in problem solving, and they hone their powers of spatial visualization through paper folding and other construction techniques. Content typically includes proofs, plane and space figures, locus, vectors, trigonometry of right triangles, and non-Euclidean geometries. Optional, supplemental texts and computer resources allow students to explore an array of non-traditional and advanced topics.","1","Mathematics"
"6030","Advanced Algebra II w/ Trigonometry","1","This course is designed to develop the analytical skills of every student. It is similar to the Algebra Two with Trigonometry course; however, there are more topics and some topics are discussed in greater depth. The basic approach is the same in that mathematics is viewed as a language revolving around logical thought. Mastering mathematical skills is learning the language. Applying the skills to set up and solve mathematical models that describe physical situations is an effort in creative as well as analytical thinking. During the course students learn to use the graphing calculator as a helpful tool to assist them in problem solving. Topics of study include the field properties of the real numbers, coordinate geometry, functions, systems of linear inequalities, determinants, exponents, factoring, simplifying algebraic expressions, solving polynomial and fractional equations, arithmetic sequences and series, geometric sequences and series (finite and infinite), simplifying expressions involving radicals, solving equations involving radicals and an introduction to the set of complex numbers, completing the square, the quadratic formula, zeros of polynomial functions, the Fundamental Theorem of Algebra, direct variations, inverse variations, joint variations, combined variations, quadratic systems, exponential functions, logarithmic functions, the Binomial Theorem, and a thorough look at trigonometry - the six trigonometric functions and their graphs, special values of trigonometric functions, deriving and proving trigonometric identities, the law of cosines, the law of sines, inverse trigonometric functions, solving trigonometric equations, applications of trigonometry, and graphical transformations of all functions studied.","1","Mathematics"
"6050","Advanced Pre-Calculus","1","The focus of this course is on the aspects of advanced algebra and trigonometry that will be most helpful to students preparing to take calculus. Students consider algebraic, numerical, graphic, and verbal representations of topics including various types of functions, parametric and polar equations, analytic trigonometry, partial fractions, and regression on two-variable data as well as an introduction to limits and derivatives.","1","Mathematics"
"6060","AP Calculus BC","1","This course follows the syllabus of the Advanced Placement Calculus BC exam. Students study limits, continuity, derivatives, integrals, differential equations, and series and sequences. Application of these concepts to real-world phenomena is emphasized.","1","Mathematics"
"6075","Calculus II","1","In this course, students study calculus of several variables. Topics covered include partial derivatives, multiple integrals, and vector calculus. Students must have completed Calculus I to enroll in this course.","1","Mathematics"
